ID_Alumno,Memoria,Matematicas,Gramatica,Ingles,Geografia,Arte,Ciencia,Logica,Puntuacion_Promedio,Rango
ALU7793,41,34,30,77,33,9,34,69,40.88,2
ALU7794,69,64,32,66,73,79,68,73,65.5,3
ALU7795,67,60,54,69,62,77,69,66,65.5,3
ALU7796,2,9,12,14,19,0,14,0,8.75,1
ALU7797,87,80,82,100,82,100,100,84,89.38,4
ALU7798,11,11,21,18,4,29,56,24,21.75,1
ALU7799,37,4,26,33,31,26,41,40,29.75,1
ALU7800,18,30,29,26,24,23,30,35,26.88,1
ALU7801,11,14,20,6,0,6,7,26,11.25,1
ALU7802,20,43,13,7,18,19,4,23,18.38,1
ALU7803,84,100,100,83,80,81,82,100,88.75,4
ALU7804,34,26,3,63,13,50,36,32,32.12,1
ALU7805,6,0,28,5,22,23,19,0,12.88,1
ALU7806,28,0,0,0,29,12,46,32,18.38,1
ALU7807,58,50,56,72,65,95,61,100,69.62,3
ALU7808,75,100,73,100,94,77,71,86,84.5,4
ALU7809,15,32,41,50,36,51,31,20,34.5,1
ALU7810,0,0,0,0,13,11,0,13,4.62,1
ALU7811,40,10,17,45,23,36,29,20,27.5,1
ALU7812,15,0,0,47,4,4,4,10,10.5,1
ALU7813,15,5,17,1,17,0,10,15,10.0,1
ALU7814,37,63,52,40,50,51,48,33,46.75,2
ALU7815,34,25,46,3,13,7,18,15,20.12,1
ALU7816,43,29,80,84,48,42,47,50,52.88,2
ALU7817,35,62,35,0,25,28,34,25,30.5,1
ALU7818,80,72,94,82,86,80,90,97,85.12,4
ALU7819,80,77,71,100,79,86,78,90,82.62,4
ALU7820,63,75,78,43,42,59,50,64,59.25,2
ALU7821,45,43,39,19,33,14,49,34,34.5,1
ALU7822,45,32,35,38,36,43,43,28,37.5,1
ALU7823,31,23,46,85,37,32,37,27,39.75,1
ALU7824,66,55,62,65,76,54,80,84,67.75,3
ALU7825,47,32,17,41,31,15,50,38,33.88,1
ALU7826,73,82,88,62,84,58,98,73,77.25,4
ALU7827,100,92,100,96,72,90,100,100,93.75,5
ALU7828,11,33,41,51,34,35,49,29,35.38,1
ALU7829,47,54,55,44,32,63,51,24,46.25,2
ALU7830,8,0,13,23,4,39,2,16,13.12,1
ALU7831,0,27,25,12,22,43,32,15,22.0,1
ALU7832,28,61,43,8,27,57,51,32,38.38,1
ALU7833,29,21,22,31,9,41,22,21,24.5,1
ALU7834,84,81,84,100,93,86,71,55,81.75,4
ALU7835,34,20,37,0,3,21,22,0,17.12,1
ALU7836,61,62,51,49,44,69,50,39,53.12,2
ALU7837,63,46,60,83,74,62,43,67,62.25,3
ALU7838,70,89,75,65,68,70,71,63,71.38,3
ALU7839,40,45,47,13,39,56,53,35,41.0,2
ALU7840,56,83,94,84,76,79,67,83,77.75,4
ALU7841,42,74,47,82,49,54,62,68,59.75,2
ALU7842,45,26,38,35,42,24,60,45,39.38,1
ALU7843,17,18,1,15,0,4,27,10,11.5,1
ALU7844,49,53,56,27,56,41,24,39,43.12,2
ALU7845,69,64,87,77,80,74,91,73,76.88,4
ALU7846,69,67,45,67,42,72,56,62,60.0,3
ALU7847,94,84,84,82,90,64,74,98,83.75,4
ALU7848,58,46,65,41,56,71,79,52,58.5,2
ALU7849,25,28,12,23,20,0,18,4,16.25,1
ALU7850,0,0,9,18,28,15,1,2,9.12,1
ALU7851,43,36,41,45,33,44,41,47,41.25,2
ALU7852,69,65,51,62,83,78,88,68,70.5,3
ALU7853,81,66,77,64,76,92,78,56,73.75,3
ALU7854,35,39,46,66,36,28,25,37,39.0,1
ALU7855,48,46,42,52,44,68,50,40,48.75,2
ALU7856,34,20,52,38,24,32,55,26,35.12,1
ALU7857,41,14,42,15,23,32,38,43,31.0,1
ALU7858,35,37,17,9,24,56,38,14,28.75,1
ALU7859,12,0,16,5,14,19,15,28,13.62,1
ALU7860,31,26,16,30,10,36,0,23,21.5,1
ALU7861,17,10,0,3,7,17,28,28,13.75,1
ALU7862,19,17,19,23,27,33,26,27,23.88,1
ALU7863,19,35,6,0,18,0,18,0,12.0,1
ALU7864,57,64,59,86,54,67,65,54,63.25,3
ALU7865,48,44,30,20,37,33,33,28,34.12,1
ALU7866,96,96,95,96,100,100,100,99,97.75,5
ALU7867,22,18,28,12,29,10,20,2,17.62,1
ALU7868,27,35,22,30,28,54,57,39,36.5,1
ALU7869,36,59,34,22,38,19,36,24,33.5,1
ALU7870,3,22,0,11,7,0,27,37,13.38,1
ALU7871,67,100,78,62,86,56,87,88,78.0,4
ALU7872,5,11,9,13,8,0,0,16,7.75,1
ALU7873,81,76,96,87,94,89,77,90,86.25,4
ALU7874,91,78,87,96,95,100,95,62,88.0,4
ALU7875,66,35,59,66,42,53,42,53,52.0,2
ALU7876,41,65,54,48,40,34,37,59,47.25,2
ALU7877,80,55,55,70,69,32,79,55,61.88,3
ALU7878,38,0,26,31,38,49,20,38,30.0,1
ALU7879,53,100,60,86,71,53,72,72,70.88,3
ALU7880,16,0,0,2,19,1,4,10,6.5,1
ALU7881,5,1,8,6,0,26,18,13,9.62,1
ALU7882,45,71,40,37,37,44,49,53,47.0,2
ALU7883,50,36,59,41,53,49,29,71,48.5,2
ALU7884,76,100,85,100,74,87,81,73,84.5,4
ALU7885,21,5,19,23,9,36,11,41,20.62,1
ALU7886,76,59,84,80,66,82,83,100,78.75,4
ALU7887,9,49,21,15,19,0,27,16,19.5,1
ALU7888,45,54,39,60,30,28,37,49,42.75,2
ALU7889,21,47,39,23,36,29,19,58,34.0,1
ALU7890,29,46,70,43,50,53,46,61,49.75,2
ALU7891,30,27,6,58,22,0,28,0,21.38,1
ALU7892,38,31,50,33,76,52,54,48,47.75,2
ALU7893,53,78,62,86,86,75,74,70,73.0,3
ALU7894,50,30,44,49,53,59,40,56,47.62,2
ALU7895,46,28,41,58,48,34,38,62,44.38,2
ALU7896,79,87,79,76,78,83,84,64,78.75,4
ALU7897,65,85,70,57,81,91,70,58,72.12,3
ALU7898,51,43,43,53,46,62,59,27,48.0,2
ALU7899,20,25,6,19,28,37,20,26,22.62,1
ALU7900,99,67,100,42,82,79,86,80,79.38,4
ALU7901,42,57,67,42,62,59,41,63,54.12,2
ALU7902,29,36,23,19,33,23,20,50,29.12,1
ALU7903,35,41,18,9,39,42,22,32,29.75,1
ALU7904,69,85,78,79,74,85,89,73,79.0,4
ALU7905,0,0,13,0,10,0,29,20,9.0,1
ALU7906,100,84,100,93,97,100,80,89,92.88,5
ALU7907,6,28,27,55,31,34,27,14,27.75,1
ALU7908,70,88,89,98,58,63,84,79,78.62,4
ALU7909,49,37,19,51,40,35,33,23,35.88,1
ALU7910,49,42,45,81,42,46,40,44,48.62,2
ALU7911,66,100,96,82,78,96,75,73,83.25,4
ALU7912,59,36,31,41,33,30,37,53,40.0,2
ALU7913,48,64,68,34,58,43,49,38,50.25,2
ALU7914,5,7,31,32,0,22,7,0,13.0,1
ALU7915,7,0,19,40,3,13,0,0,10.25,1
ALU7916,33,51,34,43,8,0,36,16,27.62,1
ALU7917,85,68,60,91,59,76,72,89,75.0,4
ALU7918,0,5,19,0,13,0,13,31,10.12,1
ALU7919,23,0,0,57,11,5,8,22,15.75,1
ALU7920,49,22,32,40,48,36,35,36,37.25,1
ALU7921,61,57,54,100,75,56,68,62,66.62,3
ALU7922,76,97,69,100,88,59,69,91,81.12,4
ALU7923,30,12,16,34,20,5,23,16,19.5,1
ALU7924,0,33,15,5,23,19,22,0,14.62,1
ALU7925,100,87,100,92,100,65,88,100,91.5,5
ALU7926,12,10,19,0,23,20,44,25,19.12,1
ALU7927,70,74,83,98,94,93,57,79,81.0,4
ALU7928,80,63,77,36,60,88,66,79,68.62,3
ALU7929,93,61,76,69,77,53,96,72,74.62,3
ALU7930,17,6,28,47,36,0,15,27,22.0,1
ALU7931,78,50,90,91,79,62,82,74,75.75,4
ALU7932,88,96,82,46,72,41,89,78,74.0,3
ALU7933,55,61,63,34,56,60,62,73,58.0,2
ALU7934,23,25,18,24,50,28,46,56,33.75,1
ALU7935,24,31,15,30,12,22,36,15,23.12,1
ALU7936,29,3,6,31,12,23,27,30,20.12,1
ALU7937,51,10,55,61,59,63,56,66,52.62,2
ALU7938,76,100,42,38,60,61,66,75,64.75,3
ALU7939,44,40,41,48,49,33,30,38,40.38,2
ALU7940,41,38,50,60,54,37,54,44,47.25,2
ALU7941,38,8,14,46,32,32,37,16,27.88,1
ALU7942,54,40,49,100,68,65,61,64,62.62,3
ALU7943,79,100,98,99,72,99,65,100,89.0,4
ALU7944,64,42,28,37,0,0,14,24,26.12,1
ALU7945,49,50,29,73,33,22,37,36,41.12,2
ALU7946,26,0,5,32,18,17,36,25,19.88,1
ALU7947,55,83,31,51,53,29,57,44,50.38,2
ALU7948,86,77,88,92,72,74,73,66,78.5,4
ALU7949,99,98,89,81,89,100,100,100,94.5,5
ALU7950,48,36,52,12,11,65,15,37,34.5,1
ALU7951,100,67,88,74,85,91,85,83,84.12,4
ALU7952,0,0,14,32,20,23,21,35,18.12,1
ALU7953,48,51,69,70,64,59,88,38,60.88,3
ALU7954,0,19,29,29,3,34,0,14,16.0,1
ALU7955,76,64,91,96,91,79,84,97,84.75,4
ALU7956,55,50,52,56,70,57,60,69,58.62,2
ALU7957,59,62,65,70,60,74,75,66,66.38,3
ALU7958,100,91,67,90,87,85,100,90,88.75,4
ALU7959,37,28,13,7,24,6,10,18,17.88,1
ALU7960,8,0,9,0,3,0,5,31,7.0,1
ALU7961,100,100,100,75,72,99,64,88,87.25,4
ALU7962,48,15,28,43,49,37,34,49,37.88,1
ALU7963,12,32,29,4,27,17,22,0,17.88,1
ALU7964,27,38,46,85,44,60,72,45,52.12,2
ALU7965,56,61,73,66,70,71,79,66,67.75,3
ALU7966,1,11,15,9,13,13,25,15,12.75,1
ALU7967,31,32,37,18,41,39,21,21,30.0,1
ALU7968,8,18,19,24,0,0,13,0,10.25,1
ALU7969,43,48,52,21,38,50,47,18,39.62,1
ALU7970,90,97,98,91,100,62,91,72,87.62,4
ALU7971,81,100,100,85,100,93,92,100,93.88,5
ALU7972,66,43,81,64,58,73,75,19,59.88,2
ALU7973,15,23,25,28,15,8,15,17,18.25,1
ALU7974,88,78,81,65,93,88,90,82,83.12,4
ALU7975,61,34,55,21,54,55,68,52,50.0,2
ALU7976,6,14,0,2,24,5,44,17,14.0,1
ALU7977,85,90,97,100,66,100,78,74,86.25,4
ALU7978,71,76,60,79,70,77,79,87,74.88,3
ALU7979,65,86,84,63,78,45,76,48,68.12,3
ALU7980,77,88,92,100,45,70,83,95,81.25,4
ALU7981,15,28,5,46,6,44,42,29,26.88,1
ALU7982,18,31,23,42,6,23,19,11,21.62,1
ALU7983,59,68,54,53,73,57,66,57,60.88,3
ALU7984,35,36,4,43,15,16,25,40,26.75,1
ALU7985,39,51,43,50,32,42,50,25,41.5,2
ALU7986,79,74,83,62,75,57,85,76,73.88,3
ALU7987,95,100,84,73,63,96,71,75,82.12,4
ALU7988,45,37,47,27,50,59,68,44,47.12,2
ALU7989,87,98,56,63,100,92,54,83,79.12,4
ALU7990,97,60,81,59,76,57,66,89,73.12,3
ALU7991,74,76,46,81,44,65,71,69,65.75,3
ALU7992,25,47,8,24,21,41,23,41,28.75,1
ALU7993,36,1,17,12,34,15,22,33,21.25,1
ALU7994,20,35,45,42,37,32,44,26,35.12,1
ALU7995,7,26,22,15,23,0,25,0,14.75,1
ALU7996,23,33,33,48,23,42,44,30,34.5,1
ALU7997,46,29,13,26,21,20,11,29,24.38,1
ALU7998,37,48,41,20,21,44,55,21,35.88,1
ALU7999,78,70,70,77,92,69,96,92,80.5,4
ALU8000,3,49,30,0,1,37,2,2,15.5,1
ALU8001,75,62,96,79,71,70,70,57,72.5,3
ALU8002,68,73,73,86,58,78,78,68,72.75,3
ALU8003,24,3,22,0,12,19,29,0,13.62,1
ALU8004,94,53,86,85,97,74,86,100,84.38,4
ALU8005,42,42,36,76,51,31,42,68,48.5,2
ALU8006,29,16,27,9,30,34,56,21,27.75,1
ALU8007,86,89,67,65,73,89,73,70,76.5,4
ALU8008,26,19,23,28,21,0,5,30,19.0,1
ALU8009,79,59,60,86,57,96,64,56,69.62,3
ALU8010,7,0,9,18,27,21,22,1,13.12,1
ALU8011,70,81,70,94,61,83,65,78,75.25,4
ALU8012,42,34,71,56,51,43,46,45,48.5,2
ALU8013,52,77,45,55,60,75,58,60,60.25,3
ALU8014,19,29,35,54,16,6,24,25,26.0,1
ALU8015,67,57,62,53,69,72,60,71,63.88,3
ALU8016,79,87,80,24,74,79,80,69,71.5,3
ALU8017,31,47,53,15,60,74,44,53,47.12,2
ALU8018,60,60,62,58,49,55,68,76,61.0,3
ALU8019,40,24,32,40,40,46,41,52,39.38,1
ALU8020,78,84,81,75,95,84,98,100,86.88,4
ALU8021,51,54,51,52,47,42,49,30,47.0,2
ALU8022,75,100,82,100,86,100,66,72,85.12,4
ALU8023,90,65,64,85,89,62,66,82,75.38,4
ALU8024,53,76,57,53,47,19,28,45,47.25,2
ALU8025,37,34,0,6,19,29,12,20,19.62,1
ALU8026,36,18,38,32,38,30,25,50,33.38,1
ALU8027,69,66,68,91,91,83,66,82,77.0,4
ALU8028,26,46,27,27,27,34,25,41,31.62,1
ALU8029,50,70,64,60,50,54,61,37,55.75,2
ALU8030,71,77,60,88,81,77,61,78,74.12,3
ALU8031,25,39,65,39,23,5,27,30,31.62,1
ALU8032,62,45,65,91,60,71,72,74,67.5,3
ALU8033,23,46,31,17,26,30,25,34,29.0,1
ALU8034,21,0,0,0,13,42,0,8,10.5,1
ALU8035,83,89,75,44,72,93,76,90,77.75,4
ALU8036,24,34,25,27,10,0,18,13,18.88,1
ALU8037,16,30,31,19,28,45,33,12,26.75,1
ALU8038,85,96,83,100,96,62,100,78,87.5,4
ALU8039,28,63,35,40,14,48,27,68,40.38,2
ALU8040,80,96,76,86,99,100,100,89,90.75,5
ALU8041,88,90,76,74,92,100,92,96,88.5,4
ALU8042,39,28,43,44,28,23,34,33,34.0,1
ALU8043,4,0,19,7,4,19,0,8,7.62,1
ALU8044,84,56,80,73,73,83,60,89,74.75,3
ALU8045,51,52,35,56,55,52,30,55,48.25,2
ALU8046,10,11,12,18,0,0,0,23,9.25,1
ALU8047,80,73,83,53,89,70,76,64,73.5,3
ALU8048,12,0,0,17,9,16,1,17,9.0,1
ALU8049,73,81,96,98,84,83,100,79,86.75,4
ALU8050,36,32,10,23,3,4,11,23,17.75,1
ALU8051,19,0,6,27,10,13,24,45,18.0,1
ALU8052,20,21,20,33,34,34,21,42,28.12,1
ALU8053,82,63,78,84,92,97,69,89,81.75,4
ALU8054,79,47,44,59,71,74,51,70,61.88,3
ALU8055,82,89,78,100,72,73,58,61,76.62,4
ALU8056,47,36,47,64,60,47,58,37,49.5,2
ALU8057,30,62,49,34,33,3,50,4,33.12,1
ALU8058,34,32,33,38,37,25,49,38,35.75,1
ALU8059,57,56,71,31,46,42,21,37,45.12,2
ALU8060,47,38,70,43,58,55,38,53,50.25,2
ALU8061,47,56,70,39,65,44,69,55,55.62,2
ALU8062,33,17,33,33,37,33,18,42,30.75,1
ALU8063,74,74,100,95,97,100,98,100,92.25,5
ALU8064,21,30,0,39,15,21,14,40,22.5,1
ALU8065,87,100,86,88,100,92,85,74,89.0,4
ALU8066,18,12,0,25,0,43,0,15,14.12,1
ALU8067,44,35,56,60,36,34,41,36,42.75,2
ALU8068,46,39,26,79,32,42,39,37,42.5,2
ALU8069,40,16,81,75,49,69,33,58,52.62,2
ALU8070,66,76,50,83,46,50,57,52,60.0,3
ALU8071,64,24,45,59,43,56,31,47,46.12,2
ALU8072,31,25,37,26,28,44,33,33,32.12,1
ALU8073,73,72,65,76,68,54,62,86,69.5,3
ALU8074,94,69,51,100,76,64,72,63,73.62,3
ALU8075,80,78,64,89,71,79,90,72,77.88,4
ALU8076,28,10,1,12,15,17,49,32,20.5,1
ALU8077,67,76,66,65,63,35,69,72,64.12,3
ALU8078,58,32,52,39,49,51,62,38,47.62,2
ALU8079,21,16,61,22,62,15,59,44,37.5,1
ALU8080,60,47,33,56,50,56,52,41,49.38,2
ALU8081,13,14,50,46,43,41,40,42,36.12,1
ALU8082,13,36,36,3,4,0,29,10,16.38,1
ALU8083,36,6,39,14,28,25,26,12,23.25,1
ALU8084,10,37,17,0,4,0,13,4,10.62,1
ALU8085,59,82,62,64,64,61,64,68,65.5,3
ALU8086,73,82,79,29,56,54,57,71,62.62,3
ALU8087,82,100,81,85,100,97,84,81,88.75,4
ALU8088,58,71,73,72,73,46,83,71,68.38,3
ALU8089,12,0,9,0,10,24,0,0,6.88,1
ALU8090,82,83,73,66,98,100,86,79,83.38,4
ALU8091,70,74,85,81,82,80,82,75,78.62,4
ALU8092,51,34,53,41,55,24,27,34,39.88,1
ALU8093,62,59,46,55,75,26,67,40,53.75,2
ALU8094,89,88,98,98,94,100,76,91,91.75,5
ALU8095,49,41,26,22,55,82,43,68,48.25,2
ALU8096,91,82,73,99,96,87,85,87,87.5,4
ALU8097,24,20,6,6,26,0,30,8,15.0,1
ALU8098,19,36,26,11,23,5,28,33,22.62,1
ALU8099,51,20,55,11,38,62,48,37,40.25,2
ALU8100,63,53,58,52,66,60,73,60,60.62,3
ALU8101,87,76,85,87,84,63,75,56,76.62,4
ALU8102,94,76,92,96,100,100,100,93,93.88,5
ALU8103,30,38,44,43,46,55,46,35,42.12,2
ALU8104,4,11,13,3,11,17,10,0,8.62,1
ALU8105,80,84,70,76,79,68,55,70,72.75,3
ALU8106,77,60,55,39,66,77,71,26,58.88,2
ALU8107,18,9,30,22,8,36,29,14,20.75,1
ALU8108,57,79,71,40,62,47,46,56,57.25,2
ALU8109,68,84,86,51,76,88,65,59,72.12,3
ALU8110,75,82,60,87,65,90,98,64,77.62,4
ALU8111,65,65,36,21,51,54,40,28,45.0,2
ALU8112,40,36,26,41,45,15,36,36,34.38,1
ALU8113,80,100,93,100,95,77,93,86,90.5,5
ALU8114,58,65,65,55,57,40,72,64,59.5,2
ALU8115,54,41,56,60,28,61,18,57,46.88,2
ALU8116,31,39,45,20,54,8,38,16,31.38,1
ALU8117,59,94,70,59,53,71,89,88,72.88,3
ALU8118,18,49,24,5,30,2,3,23,19.25,1
ALU8119,27,29,26,20,14,45,9,35,25.62,1
ALU8120,62,60,65,35,63,35,59,51,53.75,2
ALU8121,31,41,37,16,18,35,29,8,26.88,1
ALU8122,86,76,56,60,77,38,69,44,63.25,3
ALU8123,23,35,8,15,14,28,24,11,19.75,1
ALU8124,61,60,50,86,61,80,66,40,63.0,3
ALU8125,22,50,32,47,27,30,51,37,37.0,1
ALU8126,0,10,12,14,0,4,14,16,8.75,1
ALU8127,19,26,25,13,12,28,0,0,15.38,1
ALU8128,84,100,100,81,96,79,97,85,90.25,5
ALU8129,99,94,100,82,65,99,82,81,87.75,4
ALU8130,40,39,9,16,18,30,32,35,27.38,1
ALU8131,81,69,79,62,90,51,89,80,75.12,4
ALU8132,47,82,65,58,58,87,79,53,66.12,3
ALU8133,85,100,91,76,86,95,93,72,87.25,4
ALU8134,51,40,28,23,25,33,48,38,35.75,1
ALU8135,60,82,83,83,54,68,53,64,68.38,3
ALU8136,21,49,3,0,20,0,5,0,12.25,1
ALU8137,45,23,14,21,32,38,33,70,34.5,1
ALU8138,92,79,91,100,99,100,100,94,94.38,5
ALU8139,46,93,50,46,43,63,74,44,57.38,2
ALU8140,29,37,53,55,29,40,69,23,41.88,2
ALU8141,17,18,21,0,15,6,26,27,16.25,1
ALU8142,78,66,64,69,60,55,81,84,69.62,3
ALU8143,54,81,60,76,63,68,42,71,64.38,3
ALU8144,36,77,36,22,17,50,17,52,38.38,1
ALU8145,91,80,100,100,89,79,80,73,86.5,4
ALU8146,13,5,15,0,11,3,0,6,6.62,1
ALU8147,23,27,15,41,23,38,38,16,27.62,1
ALU8148,74,98,84,75,90,86,100,99,88.25,4
ALU8149,40,52,33,60,35,51,34,46,43.88,2
ALU8150,12,52,14,33,29,8,19,13,22.5,1
ALU8151,65,64,31,90,39,31,56,44,52.5,2
ALU8152,77,100,86,100,80,95,70,65,84.12,4
ALU8153,0,5,4,29,0,23,7,17,10.62,1
ALU8154,85,77,100,72,83,91,87,88,85.38,4
ALU8155,80,98,76,78,76,71,81,77,79.62,4
ALU8156,15,23,15,15,23,28,1,16,17.0,1
ALU8157,69,48,40,69,56,71,44,94,61.38,3
ALU8158,47,34,54,42,36,44,29,53,42.38,2
ALU8159,39,45,44,24,49,40,47,39,40.88,2
ALU8160,66,65,70,72,65,83,60,54,66.88,3
ALU8161,88,76,80,89,70,100,100,67,83.75,4
ALU8162,30,13,35,0,21,29,26,0,19.25,1
ALU8163,59,26,30,57,33,49,50,48,44.0,2
ALU8164,28,57,43,52,41,48,58,45,46.5,2
ALU8165,49,9,45,53,40,45,43,56,42.5,2
ALU8166,40,39,55,46,38,55,43,47,45.38,2
ALU8167,18,17,7,0,19,7,24,0,11.5,1
ALU8168,61,65,57,51,64,62,78,55,61.62,3
ALU8169,26,60,42,74,44,51,47,20,45.5,2
ALU8170,28,1,33,36,5,33,45,16,24.62,1
ALU8171,69,67,91,49,84,76,79,82,74.62,3
ALU8172,63,72,60,85,70,83,71,78,72.75,3
ALU8173,35,59,50,33,81,36,30,48,46.5,2
ALU8174,37,35,14,0,29,31,23,15,23.0,1
ALU8175,63,94,73,92,66,85,76,94,80.38,4
ALU8176,38,18,36,32,37,40,30,33,33.0,1
ALU8177,32,5,15,30,25,16,31,48,25.25,1
ALU8178,66,97,89,48,75,63,71,82,73.88,3
ALU8179,7,0,12,0,31,0,0,17,8.38,1
ALU8180,8,23,16,0,5,37,10,22,15.12,1
ALU8181,3,0,3,31,0,0,0,0,4.62,1
ALU8182,9,0,18,0,5,0,13,10,6.88,1
ALU8183,15,5,6,40,21,0,0,9,12.0,1
ALU8184,100,100,85,76,89,95,100,92,92.12,5
ALU8185,22,12,45,8,54,20,40,0,25.12,1
ALU8186,31,27,12,17,25,20,18,18,21.0,1
ALU8187,27,38,20,14,20,31,2,34,23.25,1
ALU8188,91,70,87,91,81,79,73,71,80.38,4
ALU8189,34,48,68,36,47,38,59,36,45.75,2
ALU8190,19,61,51,32,17,51,28,38,37.12,1
ALU8191,85,93,78,69,86,88,74,89,82.75,4
ALU8192,48,36,55,56,47,0,41,38,40.12,2
ALU8193,28,41,36,44,25,12,25,39,31.25,1
ALU8194,40,13,13,28,8,0,0,25,15.88,1
ALU8195,46,55,33,57,29,36,27,33,39.5,1
ALU8196,24,50,49,38,43,36,28,33,37.62,1
ALU8197,66,67,90,69,73,63,59,65,69.0,3
ALU8198,55,34,34,28,33,21,39,31,34.38,1
ALU8199,44,41,50,44,73,72,58,54,54.5,2
ALU8200,16,0,9,0,0,15,11,15,8.25,1
ALU8201,18,16,13,24,20,8,36,35,21.25,1
ALU8202,48,40,34,59,47,28,22,47,40.62,2
ALU8203,100,100,80,99,97,77,100,57,88.75,4
ALU8204,35,52,38,49,46,33,58,19,41.25,2
ALU8205,75,67,66,44,72,65,63,73,65.62,3
ALU8206,50,45,26,37,41,34,23,16,34.0,1
ALU8207,17,2,13,9,24,4,32,32,16.62,1
ALU8208,18,26,19,13,0,0,7,0,10.38,1
ALU8209,26,20,29,42,27,38,36,44,32.75,1
ALU8210,19,37,17,0,2,31,22,6,16.75,1
ALU8211,18,20,18,23,30,46,26,36,27.12,1
ALU8212,81,43,91,77,85,79,60,63,72.38,3
ALU8213,18,17,0,24,0,0,11,0,8.75,1
ALU8214,54,67,62,45,51,64,44,56,55.38,2
ALU8215,54,32,30,38,21,36,31,18,32.5,1
ALU8216,65,45,54,53,49,30,61,37,49.25,2
ALU8217,64,53,62,46,47,54,49,67,55.25,2
ALU8218,28,4,46,23,21,37,25,53,29.62,1
ALU8219,25,0,26,21,31,53,34,28,27.25,1
ALU8220,62,90,57,68,89,72,87,64,73.62,3
ALU8221,92,71,74,100,91,71,100,62,82.62,4
ALU8222,10,50,33,20,19,0,36,31,24.88,1
ALU8223,20,34,38,22,13,0,27,7,20.12,1
ALU8224,74,100,95,86,100,71,85,68,84.88,4
ALU8225,44,26,21,30,49,61,67,40,42.25,2
ALU8226,54,30,64,54,51,51,57,36,49.62,2
ALU8227,50,21,26,51,42,36,36,39,37.62,1
ALU8228,27,9,12,15,6,32,20,10,16.38,1
ALU8229,72,22,60,55,58,67,61,60,56.88,2
ALU8230,66,45,56,48,59,48,36,31,48.62,2
ALU8231,24,20,24,5,33,40,14,26,23.25,1
ALU8232,34,26,38,64,39,35,50,20,38.25,1
ALU8233,66,61,89,68,86,80,67,80,74.62,3
ALU8234,37,54,51,84,59,39,65,56,55.62,2
ALU8235,2,19,28,18,10,17,14,0,13.5,1
ALU8236,55,40,38,79,73,69,65,54,59.12,2
ALU8237,62,72,70,64,64,81,66,78,69.62,3
ALU8238,74,78,61,63,65,89,82,70,72.75,3
ALU8239,66,62,51,80,54,100,39,43,61.88,3
ALU8240,15,8,12,8,25,14,0,12,11.75,1
ALU8241,57,48,87,92,59,55,59,37,61.75,3
ALU8242,65,91,81,76,74,72,69,70,74.75,3
ALU8243,0,16,17,33,0,0,0,17,10.38,1
ALU8244,39,57,42,24,41,25,50,35,39.12,1
ALU8245,48,33,37,52,57,31,39,31,41.0,2
ALU8246,62,62,80,51,56,94,59,80,68.0,3
ALU8247,42,31,32,0,4,34,27,45,26.88,1
ALU8248,72,30,58,74,71,63,52,68,61.0,3
ALU8249,81,70,100,87,73,62,90,72,79.38,4
ALU8250,65,64,86,94,68,67,70,94,76.0,4
ALU8251,87,81,90,89,95,100,92,96,91.25,5
ALU8252,100,79,87,93,99,89,100,96,92.88,5
ALU8253,1,10,0,32,0,38,0,10,11.38,1
ALU8254,70,62,57,63,57,67,52,75,62.88,3
ALU8255,54,63,47,33,50,39,34,16,42.0,2
ALU8256,74,100,92,80,100,77,86,80,86.12,4
ALU8257,20,8,10,30,15,26,37,11,19.62,1
ALU8258,100,95,69,42,100,71,72,99,81.0,4
ALU8259,61,62,48,69,53,74,58,48,59.12,2
ALU8260,69,76,71,100,86,83,76,100,82.62,4
ALU8261,9,0,27,11,2,8,23,23,12.88,1
ALU8262,20,7,18,13,19,19,10,5,13.88,1
ALU8263,57,76,76,80,77,85,82,86,77.38,4
ALU8264,14,0,11,38,16,37,10,1,15.88,1
ALU8265,73,80,66,86,84,100,99,79,83.38,4
ALU8266,0,2,23,10,1,9,32,4,10.12,1
ALU8267,63,66,56,57,59,51,73,38,57.88,2
ALU8268,30,23,56,18,55,14,34,29,32.38,1
ALU8269,76,62,58,60,62,61,65,44,61.0,3
ALU8270,61,54,63,68,62,55,74,33,58.75,2
ALU8271,24,38,22,1,41,38,42,28,29.25,1
ALU8272,19,34,17,1,20,19,19,11,17.5,1
ALU8273,4,15,38,32,0,22,17,0,16.0,1
ALU8274,50,62,62,53,62,40,70,73,59.0,2
ALU8275,56,64,55,7,36,38,78,57,48.88,2
ALU8276,61,50,63,100,65,67,50,73,66.12,3
ALU8277,36,76,57,34,41,54,66,58,52.75,2
ALU8278,60,27,44,34,41,46,44,50,43.25,2
ALU8279,46,54,40,59,36,79,31,44,48.62,2
ALU8280,4,18,13,0,5,0,0,29,8.62,1
ALU8281,35,21,13,0,16,51,38,5,22.38,1
ALU8282,97,100,91,96,92,100,93,100,96.12,5
ALU8283,93,91,69,97,72,69,70,78,79.88,4
ALU8284,27,62,34,26,57,27,34,54,40.12,2
ALU8285,61,60,49,55,53,84,70,63,61.88,3
ALU8286,76,79,73,60,78,71,99,79,76.88,4
ALU8287,42,36,28,26,51,35,46,64,41.0,2
ALU8288,8,0,20,0,19,8,8,4,8.38,1
ALU8289,11,6,3,23,0,19,19,17,12.25,1
